mapblklot,analysis_neighborhood,Historic,in_historic_district
5320014,Bayview Hunters Point,0,0
5672016,Bernal Heights,0,0
7163006,Outer Mission,0,0
4788015,Bayview Hunters Point,0,0
0818031,Hayes Valley,1,1
3750081,Financial District/South Beach,0,0
4264006,Mission,0,0
6035011,Portola,0,0
4260024,Potrero Hill,0,0
5297030,Bayview Hunters Point,0,0
6990009,Oceanview/Merced/Ingleside,0,0
4762018,Bayview Hunters Point,0,0
7090017,Oceanview/Merced/Ingleside,0,0
3577053,Mission,0,0
7331089,Lakeshore,1,1
4153006,Mission,0,0
5520017,Bernal Heights,0,0
6297030,Visitacion Valley,0,0
7143023,Outer Mission,0,0
6417019A,Excelsior,0,0
6780028,Outer Mission,0,0
0340009,Tenderloin,1,1
5619037,Bernal Heights,0,0
5860033,Portola,0,0
5840035,Bernal Heights,0,0
6567018,Mission,0,0
6419016,Excelsior,0,0
5355029,Bayview Hunters Point,0,0
5701023,Bernal Heights,0,0
0321005,Tenderloin,1,1
7145052,Outer Mission,0,0
5649015,Bernal Heights,0,0
6462021A,Excelsior,0,0
5661028,Bernal Heights,0,0
5335A036,Bayview Hunters Point,0,0
6748042,Outer Mission,0,0
4938027,Bayview Hunters Point,0,0
6436026,Excelsior,0,0
5689020,Bernal Heights,0,0
5322043,Bayview Hunters Point,0,0
6395012,Excelsior,0,0
6131051,Portola,0,0
6233044,Visitacion Valley,0,0
4943046,Bayview Hunters Point,0,0
3638039,Mission,1,1
7004044,Oceanview/Merced/Ingleside,0,0
6272005,Excelsior,0,0
6780016,Outer Mission,0,0
6245014,Visitacion Valley,0,0
5428F005,Bayview Hunters Point,0,0
7040A014,Outer Mission,0,0
7062008,Oceanview/Merced/Ingleside,0,0
5744028,Bernal Heights,0,0
7065010B,Outer Mission,0,0
3762149,South of Market,0,0
6951010C,Outer Mission,0,0
6246022,Visitacion Valley,0,0
4965044,Bayview Hunters Point,0,0
0281014,Nob Hill,1,1
6243002,Visitacion Valley,0,0
0145013,North Beach,0,0
6079037,Excelsior,0,0
5986037,Portola,0,0
5687005,Bernal Heights,0,0
4024017,Mission,0,0
6795C015,Outer Mission,0,0
6724018,Outer Mission,0,0
4212023,Mission,0,0
0243055,Chinatown,0,0
7042B001,Outer Mission,0,0
6148004,Portola,0,0
5092019,Bayview Hunters Point,1,1
1663023,Outer Richmond,0,0
0337022,Tenderloin,1,1
5070005,Bayview Hunters Point,1,1
5918005,Portola,0,0
5857009,Portola,0,0
7044C035,Outer Mission,0,0
3987036,Potrero Hill,0,0
5956025,Excelsior,0,0
5518009,Bernal Heights,0,0
1939087,Treasure Island,0,0
4111007,Potrero Hill,1,1
3587001,Mission,0,0
0210033,Chinatown,1,1
7085032,Oceanview/Merced/Ingleside,0,0
5913022,Excelsior,0,0
5956032,Excelsior,0,0
3610025,Mission,0,0
5949017A,Excelsior,0,0
6279035,Excelsior,0,0
0662021,Pacific Heights,1,1
5323004,Bayview Hunters Point,0,0
4159045,Potrero Hill,0,0
3639009,Mission,0,0
5528002,Bernal Heights,0,0
4969041,Bayview Hunters Point,0,0
0157007,Nob Hill,0,0
6449026,Excelsior,0,0
6201001C,Visitacion Valley,0,0
4711COMD,Bayview Hunters Point,0,0
3725026,South of Market,1,1
7105021A,Oceanview/Merced/Ingleside,0,0
7106065,Oceanview/Merced/Ingleside,0,0
7110A019,Outer Mission,0,0
6034022,Portola,0,0
5653029,Bernal Heights,0,0
6246009,Visitacion Valley,0,0
4224026,Potrero Hill,0,0
5900A018,Portola,0,0
5940008,Excelsior,0,0
6116023,Portola,0,0
5665030,Bernal Heights,0,0
6174019,Visitacion Valley,0,0
4757029,Bayview Hunters Point,0,0
6968039,Outer Mission,0,0
4206015,Mission,0,0
6489071,Excelsior,0,0
3726017,South of Market,0,0
7001013,Oceanview/Merced/Ingleside,0,0
5907004,Excelsior,0,0
0663022,Pacific Heights,1,1
5662030,Bernal Heights,0,0
5839013,Bernal Heights,0,0
4731008,Bayview Hunters Point,0,0
6079010,Excelsior,0,0
5519026,Bernal Heights,0,0
6279019,Excelsior,0,0
6486028,Excelsior,0,0
5309036,Bayview Hunters Point,0,0
4043016,Potrero Hill,1,1
5515002,Bernal Heights,0,0
5722017,Bernal Heights,0,0
5655004,Bernal Heights,0,0
3615026,Mission,0,0
6004047,Excelsior,0,0
6444011,Excelsior,0,0
6014031,Excelsior,0,0
5961055,Excelsior,0,0
3640009B,Mission,0,0
5383001,Bayview Hunters Point,0,0
5938045,Excelsior,0,0
5893003,Excelsior,0,0
7104006,Oceanview/Merced/Ingleside,0,0
4941018,Bayview Hunters Point,0,0
6086011A,Excelsior,0,0
7067021,Oceanview/Merced/Ingleside,0,0
6015031,Excelsior,0,0
7139004A,Oceanview/Merced/Ingleside,0,0
6209043,Visitacion Valley,0,0
5517099,Bernal Heights,0,0
5462002,Bayview Hunters Point,0,0
6199021,Visitacion Valley,0,0
6236029A,Visitacion Valley,0,0
4271036,Mission,0,0
0237018,Financial District/South Beach,1,1
5384C012,Bayview Hunters Point,0,0
6499020,Excelsior,0,0
6021011,Excelsior,0,0
5524068,Bernal Heights,1,1
6023007,Excelsior,0,0
6203004,Visitacion Valley,0,0
4711047,Bayview Hunters Point,0,0
4969017,Bayview Hunters Point,0,0
5434A020,Bayview Hunters Point,0,0
3147006,Outer Mission,0,0
5335A021,Bayview Hunters Point,0,0
5521013,Bernal Heights,0,0
5295006,Bayview Hunters Point,0,0
6209015,Visitacion Valley,0,0
5517063,Bernal Heights,0,0
5893024A,Excelsior,0,0
0674002A,Pacific Heights,0,0
5335C002,Bayview Hunters Point,0,0
6479019,Excelsior,0,0
6451016,Excelsior,0,0
5813013,Bernal Heights,0,0
6167009,Visitacion Valley,0,0
7154045,Outer Mission,0,0
6050026A,Portola,0,0
4939009,Bayview Hunters Point,0,0
4027003,Potrero Hill,0,0
3633026,Mission,1,1
5863008,Portola,0,0
7044B037,Outer Mission,0,0
6636020,Noe Valley,0,0
6753020,Outer Mission,0,0
6421011,Excelsior,0,0
5742027,Bernal Heights,0,0
0228039,Chinatown,0,0
6480032A,Excelsior,0,0
6958021,Outer Mission,0,0
7063036,Oceanview/Merced/Ingleside,0,0
6493001,Excelsior,0,0
3576023,Mission,1,1
6200024,Visitacion Valley,0,0
6956016,Outer Mission,0,0
6498008,Excelsior,0,0
4078003E,Mission,0,0
6277036,Excelsior,0,0
4151014,Mission,0,0
3640004,Mission,0,0
6276020,Excelsior,0,0
3732112,South of Market,0,0
5805007,Bernal Heights,0,0
5501070,Bernal Heights,0,0
4095031,Potrero Hill,0,0
5450021,Portola,0,0
5325010,Bayview Hunters Point,0,0
4264001,Mission,0,0
3607035A,Mission,0,0
7113019H,Oceanview/Merced/Ingleside,0,0
6237048,Visitacion Valley,0,0
5927027,Portola,0,0
3647011,Mission,0,0
6301018,Visitacion Valley,0,0
3532062,Mission,1,1
5476034,Bayview Hunters Point,0,0
7053003F,Oceanview/Merced/Ingleside,0,0
6359013,Visitacion Valley,0,0
0320010,Tenderloin,1,1
5574007,Bernal Heights,0,0
5812004,Bernal Heights,0,0
7020037,Oceanview/Merced/Ingleside,0,0
0157024,Nob Hill,0,0
5068009C,Visitacion Valley,0,0
3985022,Potrero Hill,0,0
5943051,Excelsior,0,0
6130014,Portola,0,0
7069020,Oceanview/Merced/Ingleside,0,0
0182034,Nob Hill,0,0
0685039,Japantown,0,0
5655003A,Bernal Heights,0,0
6300001,Visitacion Valley,0,0
6469028,Excelsior,0,0
6197004A,Visitacion Valley,0,0
7103060,Oceanview/Merced/Ingleside,0,0
6328032,McLaren Park,0,0
0716001A,Tenderloin,1,1
4160020,Potrero Hill,0,0
0117017,Chinatown,1,1
5978008,Portola,0,0
0157033,Nob Hill,0,0
6112015,Portola,0,0
0132007,North Beach,0,0
3548232,Mission,0,0
5309020,Bayview Hunters Point,0,0
6204003A,Visitacion Valley,0,0
6161021,Portola,0,0
6243042,Visitacion Valley,0,0
4098036B,Potrero Hill,0,0
3578173,Mission,0,0
6086013A,Excelsior,0,0
4079031,Mission,1,1
4991123,Bayview Hunters Point,0,0
4088034,Mission,0,0
5535007,Bernal Heights,0,0
5666001,Bernal Heights,0,0
7069024F,Oceanview/Merced/Ingleside,0,0
6006018,Excelsior,0,0
5502002,Bernal Heights,0,0
6172017,Portola,0,0
6125012,Portola,0,0
6997027,Oceanview/Merced/Ingleside,0,0
4028007,Potrero Hill,0,0
0237001,Financial District/South Beach,1,1
6800018,Outer Mission,0,0
6009015,Excelsior,0,0
4100109,Potrero Hill,0,0
6748003,Outer Mission,0,0
5296001B,Bayview Hunters Point,0,0
7053005D,Oceanview/Merced/Ingleside,0,0
3609118,Mission,0,0
5835047,Bernal Heights,0,0
6053023,Portola,0,0
6200006,Visitacion Valley,0,0
5673046,Bernal Heights,0,0
6419035,Excelsior,0,0
0868036,Hayes Valley,1,1
3519015,South of Market,0,0
6360021,Visitacion Valley,0,0
0128003,Nob Hill,0,0
3609034,Mission,1,1
3587008A,Mission,0,0
7120040,Oceanview/Merced/Ingleside,0,0
5545010,Bernal Heights,0,0
6957003,Outer Mission,0,0
5726011,Bernal Heights,0,0
6406014,Excelsior,0,0
5842045,Bernal Heights,0,0
6198015A,Visitacion Valley,0,0
6079034,Excelsior,0,0
3987009B,Potrero Hill,0,0
4273026A,Mission,0,0
7145029,Outer Mission,0,0
0182012,Nob Hill,0,0
6006003,Excelsior,0,0
7069026G,Oceanview/Merced/Ingleside,0,0
6998024,Oceanview/Merced/Ingleside,0,0
3146002,Outer Mission,0,0
4142029,Mission,0,0
5615035,Bernal Heights,0,0
3549028,Mission,0,0
6750005,Outer Mission,0,0
5936023,Excelsior,0,0
3730060,South of Market,1,1
5668031,Bernal Heights,0,0
0144012,North Beach,0,0
5969003,Portola,0,0
6303041,Visitacion Valley,0,0
6413026,Excelsior,0,0
3520025,South of Market,0,0
5982008C,Portola,0,0
7056022C,Oceanview/Merced/Ingleside,0,0
5461036,Bayview Hunters Point,0,0
5325004,Bayview Hunters Point,0,0
6971B010,Outer Mission,0,0
5577012,Bernal Heights,0,0
6076038,Excelsior,0,0
7076012,Oceanview/Merced/Ingleside,0,0
7114049,Oceanview/Merced/Ingleside,0,0
6616039,Noe Valley,0,0
5536A001,Bernal Heights,0,0
6160017,Portola,0,0
6446026,Excelsior,0,0
7032A005G,Outer Mission,0,0
7345A001,Lakeshore,1,1
0313008,Financial District/South Beach,1,1
3750003,Financial District/South Beach,0,0
7019050,Oceanview/Merced/Ingleside,0,0
0741006A,Tenderloin,0,0
4787011B,Bayview Hunters Point,0,0
5858001,Portola,0,0
4758035A,Bayview Hunters Point,0,0
0037003,North Beach,0,0
3555039,Mission,0,0
3732024,South of Market,0,0
5501003,Bernal Heights,0,0
5335A052,Bayview Hunters Point,0,0
5395065,Bayview Hunters Point,0,0
4266025,Mission,0,0
5378015,Bayview Hunters Point,0,0
6112005,Portola,0,0
3708098,Financial District/South Beach,0,0
6617013,Noe Valley,0,0
7133018,Oceanview/Merced/Ingleside,0,0
0116018,North Beach,1,1
3210019,Outer Mission,0,0
0115009,North Beach,0,0
3150003,Outer Mission,0,0
0269018,Financial District/South Beach,1,1
3985016,Potrero Hill,0,0
3648006,Mission,1,1
6326001C,Visitacion Valley,0,0
5657046,Bernal Heights,0,0
7106042C,Oceanview/Merced/Ingleside,0,0
5080021,Bayview Hunters Point,1,1
0179031,Chinatown,0,0
5890023,Excelsior,0,0
4028034,Potrero Hill,0,0
6121010A,Portola,0,0
5862A001,Portola,0,0
7331211,Lakeshore,1,1
4159058,Potrero Hill,0,0
5417028,Bayview Hunters Point,0,0
0191001,Chinatown,0,0
0149030,Nob Hill,0,0
0865025,Haight Ashbury,1,1
3203001,Outer Mission,0,0
5808011,Bernal Heights,0,0
5067A001C,Visitacion Valley,0,0
7260A004,Sunset/Parkside,0,0
6114007D,Portola,0,0
5471016,Bayview Hunters Point,0,0
5700020,Bernal Heights,0,0
5878024,Portola,0,0
6798011,Outer Mission,0,0
3611037,Mission,1,1
5439001A,Bayview Hunters Point,0,0
6114014,Portola,0,0
6283007A,Excelsior,0,0
5948043,Excelsior,0,0
6156004,Portola,0,0
7042B014,Outer Mission,0,0
3569046,Mission,1,1
5981009,Portola,0,0
0749001C,Western Addition,0,0
5686016,Bernal Heights,0,0
5474022,Bayview Hunters Point,0,0
5291021,Bayview Hunters Point,0,0
5408006,Bayview Hunters Point,0,0
6530003,Mission,0,0
4100030,Potrero Hill,0,0
5409034,Bayview Hunters Point,0,0
6199023,Visitacion Valley,0,0
6356010,Visitacion Valley,0,0
6165038,Visitacion Valley,0,0
4808011A,Bayview Hunters Point,0,0
6303028,Visitacion Valley,0,0
6783005,Outer Mission,0,0
6779033,Outer Mission,0,0
5645018,Bernal Heights,0,0
3212020A,Outer Mission,0,0
5698028,Bernal Heights,0,0
0651065,Pacific Heights,0,0
5290029,Bayview Hunters Point,0,0
5435025,Bayview Hunters Point,0,0
4220026,Potrero Hill,0,0
5517010,Bernal Heights,0,0
0741006B,Tenderloin,0,0
1001010,Pacific Heights,0,0
0242002,Chinatown,1,1
6634009,Noe Valley,0,0
5353B009A,Bayview Hunters Point,0,0
7145018,Outer Mission,0,0
6521054,Mission,1,1
6951012,Outer Mission,0,0
3728006,South of Market,1,1
6175004,Visitacion Valley,0,0
3523013,Mission,0,0
5091018,Bayview Hunters Point,1,1
5893005B,Excelsior,0,0
6022029,Excelsior,0,0
6748007,Outer Mission,0,0
5941030,Excelsior,0,0
6190010,Visitacion Valley,0,0
5842025,Bernal Heights,0,0
7103018H,Oceanview/Merced/Ingleside,0,0
6233054,Visitacion Valley,0,0
5667005,Bernal Heights,0,0
0237006,Financial District/South Beach,1,1
3598117,Mission,1,1
5680002,Bernal Heights,0,0
6519003,Mission,1,1
3597024,Mission,0,0
7140042,Outer Mission,0,0
0291005,Financial District/South Beach,0,0
6081005,Excelsior,0,0
5386037,Bayview Hunters Point,0,0
5995028,Portola,0,0
5803016,Bernal Heights,0,0
6800006,Outer Mission,0,0
6236058,Visitacion Valley,0,0
7381052,Lakeshore,0,0
6042040,Portola,0,0
6343023,Excelsior,0,0
5835070,Bernal Heights,0,0
6210026,Visitacion Valley,0,0
3642028,Mission,0,0
5529050,Bernal Heights,0,0
6249002A,Visitacion Valley,0,0
5736006,Bernal Heights,0,0
7121016,Oceanview/Merced/Ingleside,0,0
4071028,Potrero Hill,0,0
4591B061,Bayview Hunters Point,0,0
7032A007B,Outer Mission,0,0
5384C011D,Bayview Hunters Point,0,0
6203014,Visitacion Valley,0,0
5992A057,Portola,0,0
7005005,Oceanview/Merced/Ingleside,0,0
7070007,Oceanview/Merced/Ingleside,0,0
6245046,Visitacion Valley,0,0
7043002G,Outer Mission,0,0
3202002,Outer Mission,0,0
3569078,Mission,0,0
5323017,Bayview Hunters Point,0,0
7001045,Oceanview/Merced/Ingleside,0,0
7040B009,Outer Mission,0,0
7069001,Oceanview/Merced/Ingleside,0,0
6405001B,Excelsior,0,0
7015005,Oceanview/Merced/Ingleside,0,0
6594001,Noe Valley,0,0
6204007,Visitacion Valley,0,0
5357044A,Bayview Hunters Point,0,0
5619053,Bernal Heights,0,0
6958009,Outer Mission,0,0
6436007,Excelsior,0,0
4214014,Mission,0,0
7109A006,Outer Mission,0,0
5947023,Excelsior,0,0
7053046,Oceanview/Merced/Ingleside,0,0
5897025,Excelsior,0,0
7100039,Outer Mission,0,0
0150041,Nob Hill,1,1
4087017,Mission,1,1
6951029,Outer Mission,0,0
6403030,Excelsior,0,0
3211005D,Outer Mission,0,0
7106035D,Oceanview/Merced/Ingleside,0,0
4159022,Potrero Hill,0,0
5745008,Bernal Heights,0,0
6567018A,Mission,0,0
7331159,Lakeshore,1,1
6794016,Outer Mission,0,0
4158065,Potrero Hill,0,0
7060031,Oceanview/Merced/Ingleside,0,0
4149001B,Mission,0,0
3588044,Mission,0,0
6087009,Excelsior,0,0
5525032,Bernal Heights,1,1
6047026,Portola,0,0
6112002,Portola,0,0
5701007,Bernal Heights,0,0
4591B024,Bayview Hunters Point,0,0
6255012,Visitacion Valley,0,0
3206028,Outer Mission,0,0
7034005,Oceanview/Merced/Ingleside,0,0
4058005,Potrero Hill,1,1
6159010C,Portola,0,0
0355015,Tenderloin,1,1
0146017,Chinatown,0,0
6355005A,Excelsior,0,0
0732011,Western Addition,0,0
7065011,Outer Mission,0,0
6438004,Excelsior,0,0
6522065,Mission,1,1
5616049,Bernal Heights,0,0
5725021,Bernal Heights,0,0
7067047,Oceanview/Merced/Ingleside,0,0
5978036,Portola,0,0
3636027,Mission,1,1
7088055,Oceanview/Merced/Ingleside,0,0
7079009,Oceanview/Merced/Ingleside,0,0
0179037,Chinatown,0,0
5073016,Bayview Hunters Point,1,1
7114009,Oceanview/Merced/Ingleside,0,0
6415010,Excelsior,0,0
0347005,Tenderloin,0,0
4158059,Potrero Hill,0,0
7146013,Outer Mission,0,0
0274003,Nob Hill,1,1
5920006B,Portola,0,0
5335021,Bayview Hunters Point,0,0
4008003E,Potrero Hill,0,0
4107017,Potrero Hill,1,1
7044A013,Outer Mission,0,0
3609004,Mission,0,0
3202005,Outer Mission,0,0
6359023,Visitacion Valley,0,0
6328033,McLaren Park,0,0
0693005,Tenderloin,0,0
5463007,Bayview Hunters Point,0,0
0740008,Tenderloin,1,1
5808006,Bernal Heights,0,0
6273024F,Excelsior,0,0
0785039,Hayes Valley,0,0
6532055,Mission,0,0
5872056,Excelsior,0,0
7085003,Oceanview/Merced/Ingleside,0,0
6073001A,Excelsior,0,0
5331004,Bayview Hunters Point,0,0
7028B011,Outer Mission,0,0
5556023,Bernal Heights,0,0
6322008D,Visitacion Valley,0,0
5889024,Excelsior,0,0
6332021,Visitacion Valley,0,0
4273019,Mission,0,0
5380011A,Bayview Hunters Point,0,0
6309C005,Visitacion Valley,0,0
4218051,Potrero Hill,0,0
7163003,Outer Mission,0,0
4283B047,Potrero Hill,0,0
3703078,South of Market,1,1
5279055,Bayview Hunters Point,0,0
6473050,Excelsior,0,0
4097006,Potrero Hill,0,0
6048030,Portola,0,0
6015016,Excelsior,0,0
5258067,Bayview Hunters Point,0,0
6209027A,Visitacion Valley,0,0
6305029,Visitacion Valley,0,0
6148007,Portola,0,0
6025035,Excelsior,0,0
7061054,Oceanview/Merced/Ingleside,0,0
4171031,Potrero Hill,1,1
5654031,Bernal Heights,0,0
5876003,Portola,0,0
6958016,Outer Mission,0,0
0106001,North Beach,0,0
6035018,Portola,0,0
6452027,Excelsior,0,0
6486011,Excelsior,0,0
3775020,Financial District/South Beach,0,0
4159027,Potrero Hill,0,0
4272030,Mission,0,0
0650043,Pacific Heights,0,0
3597031,Mission,1,1
5526035A,Bernal Heights,1,1
5666013,Bernal Heights,0,0
6075002B,Excelsior,0,0
6190086,Visitacion Valley,0,0
3703064,South of Market,1,1
5557024,Bernal Heights,0,0
5322026,Bayview Hunters Point,0,0
7331010,Lakeshore,1,1
5501075,Bernal Heights,0,0
5610004,Bernal Heights,0,0
6466015A,Excelsior,0,0
3502113,Mission,0,0
5341009B,Bayview Hunters Point,0,0
3607056,Mission,1,1
7094049,Oceanview/Merced/Ingleside,0,0
6351023,Excelsior,0,0
6594046,Noe Valley,0,0
3731087,South of Market,0,0
0156051,Nob Hill,0,0
6953012,Outer Mission,0,0
5949002,Excelsior,0,0
0212004,Nob Hill,0,0
3211017,Outer Mission,0,0
4149036,Mission,0,0
5290030,Bayview Hunters Point,0,0
7172019,Outer Mission,0,0
6114008,Portola,0,0
6692060,Bernal Heights,0,0
6165051,Visitacion Valley,0,0
0734005,Western Addition,0,0
6118030,Portola,0,0
6528016,Mission,0,0
6016001B,Excelsior,0,0
6169011,Portola,0,0
6441019,Excelsior,0,0
1023109,Pacific Heights,0,0
5938020,Excelsior,0,0
5716029,Bernal Heights,0,0
6394007,Excelsior,0,0
4143033,Mission,1,1
4035025,Potrero Hill,0,0
7047023,Oceanview/Merced/Ingleside,0,0
3204026,Outer Mission,0,0
5309013A,Bayview Hunters Point,0,0
4096062,Potrero Hill,0,0
5525053,Bernal Heights,0,0
5646033,Bernal Heights,0,0
5384A027,Bayview Hunters Point,0,0
6301040,Visitacion Valley,0,0
6567011,Mission,0,0
7075043,Oceanview/Merced/Ingleside,0,0
0321012,Tenderloin,1,1
0693007,Tenderloin,1,1
7101B015,Outer Mission,0,0
5710061,Bernal Heights,0,0
3775039,Financial District/South Beach,1,1
6753003,Outer Mission,0,0
5958014,Excelsior,0,0
4087010,Mission,0,0
3569088,Mission,0,0
0116009,North Beach,1,1
6204053,Visitacion Valley,0,0
4761009,Bayview Hunters Point,0,0
4160046,Potrero Hill,0,0
0149015,Nob Hill,0,0
4097010,Potrero Hill,0,0
0161031,Chinatown,0,0
4591B080,Bayview Hunters Point,0,0
5379033,Bayview Hunters Point,0,0
3753061,South of Market,0,0
3548041,Mission,0,0
6635050,Bernal Heights,0,0
6021045,Excelsior,0,0
0162011,Chinatown,1,1
0129010,Chinatown,0,0
0304009,Tenderloin,0,0
5411030,Bayview Hunters Point,0,0
5809017,Bernal Heights,0,0
3575073,Mission,0,0
5306023,Bayview Hunters Point,0,0
4104039,Potrero Hill,0,0
5840004,Bernal Heights,0,0
6567030,Mission,0,0
0853065,Hayes Valley,0,0
5721012,Bernal Heights,0,0
1640077,Inner Richmond,0,0
0209004,Chinatown,1,1
5616017,Bernal Heights,0,0
0659035,Pacific Heights,0,0
5463001L,Bayview Hunters Point,0,0
6208011,Visitacion Valley,0,0
0156046,Nob Hill,0,0
7100052,Outer Mission,0,0
5888025,Excelsior,0,0
4214032,Mission,0,0
6463035A,Excelsior,0,0
0116028,North Beach,0,0
6318028,Visitacion Valley,0,0
3753059,South of Market,0,0
6047015,Portola,0,0
3591012,Mission,0,0
6420027,Excelsior,0,0
6351007F,Excelsior,0,0
6447031,Excelsior,0,0
5738009,Bernal Heights,0,0
3595047A,Mission,0,0
7091036,Oceanview/Merced/Ingleside,0,0
5686040,Bernal Heights,0,0
3618018,Mission,0,0
3756022,South of Market,1,1
5744071,Bernal Heights,0,0
7007025A,Oceanview/Merced/Ingleside,0,0
6082001C,Excelsior,0,0
6024036,Excelsior,0,0
6095024C,Excelsior,0,0
6046028,Portola,0,0
5910018,Excelsior,0,0
5680001,Bernal Heights,0,0
5517051,Bernal Heights,0,0
5884042,Portola,0,0
5652028,Bernal Heights,0,0
7002041,Oceanview/Merced/Ingleside,0,0
0284023,Nob Hill,1,1
5328008,Bayview Hunters Point,0,0
4788019B,Bayview Hunters Point,0,0
4052012,Potrero Hill,1,1
6018025,Excelsior,0,0
5672031,Bernal Heights,0,0
5900013,Portola,0,0
5955015,Excelsior,0,0
6191019,Visitacion Valley,0,0
4089007,Mission,0,0
5357025,Bayview Hunters Point,0,0
6801022,Outer Mission,0,0
5381033,Bayview Hunters Point,0,0
3149042,Outer Mission,0,0
4159042,Potrero Hill,0,0
6464004,Excelsior,0,0
5538014,Bernal Heights,0,0
3569038,Mission,0,0
0822061,Hayes Valley,1,1
7105016,Oceanview/Merced/Ingleside,0,0
5949003,Excelsior,0,0
3576034,Mission,0,0
6445016,Excelsior,0,0
6310008,Visitacion Valley,0,0
5539008,Bernal Heights,0,0
6799033,Outer Mission,0,0
5440A012,Bayview Hunters Point,0,0
6469011,Excelsior,0,0
5542003A,Bernal Heights,0,0
6996017,Oceanview/Merced/Ingleside,0,0
7005025,Oceanview/Merced/Ingleside,0,0
7029021,Outer Mission,0,0
7090007,Oceanview/Merced/Ingleside,0,0
6532011,Mission,0,0
6404005,Excelsior,0,0
7091038,Oceanview/Merced/Ingleside,0,0
5897018,Excelsior,0,0
0338023,Tenderloin,1,1
6453021,Excelsior,0,0
3204032,Outer Mission,0,0
4791018,Bayview Hunters Point,0,0
4069012A,Potrero Hill,0,0
7092055,Oceanview/Merced/Ingleside,0,0
3593054,Mission,0,0
5721057,Bernal Heights,0,0
6276034,Excelsior,0,0
5744060,Bernal Heights,0,0
0692004,Nob Hill,1,1
3748010,Financial District/South Beach,0,0
5336056,Bayview Hunters Point,0,0
6112009,Portola,0,0
6338018A,Excelsior,0,0
7063A017,Outer Mission,0,0
6522052,Mission,0,0
5665006,Bernal Heights,0,0
6325018,Visitacion Valley,0,0
5898023,Excelsior,0,0
6796051,Outer Mission,0,0
6481021,Excelsior,0,0
5435006,Bayview Hunters Point,0,0
6004052,Excelsior,0,0
6571051,Mission,0,0
4644006A,Bayview Hunters Point,0,0
6490014,Excelsior,0,0
6301041,Visitacion Valley,0,0
6244038,Visitacion Valley,0,0
4095059,Potrero Hill,0,0
6421024,Excelsior,0,0
6524030,Mission,0,0
7097005C,Outer Mission,0,0
0355003,Tenderloin,1,1
5068005C,Visitacion Valley,0,0
6490031,Excelsior,0,0
3525034,South of Market,0,0
7084026,Oceanview/Merced/Ingleside,0,0
5402013,Bayview Hunters Point,0,0
7118014,Oceanview/Merced/Ingleside,0,0
4145015,Mission,0,0
6520020,Mission,0,0
7114034,Oceanview/Merced/Ingleside,0,0
6795C027,Outer Mission,0,0
6034039,Portola,0,0
4096084,Potrero Hill,0,0
5428C040,Bayview Hunters Point,0,0
