mapblklot,analysis_neighborhood,Height_Ft
5839014,Bernal Heights,40
6753022,Outer Mission,40
5916004,Portola,40
0692005,Nob Hill,130
5406028,Bayview Hunters Point,40
0191008A,Chinatown,65
3525056,South of Market,55
5399015,Bayview Hunters Point,40
6077034,Excelsior,40
6458002,Excelsior,40
3149034,Outer Mission,40
7058020,Oceanview/Merced/Ingleside,40
5721010,Bernal Heights,40
3631007,Mission,40
7169050,Outer Mission,40
6464023,Excelsior,40
5080010,Bayview Hunters Point,40
0686008,Japantown,50
7086013,Oceanview/Merced/Ingleside,40
0236008,Financial District/South Beach,75
6147003,Portola,40
6991007,Oceanview/Merced/Ingleside,40
0279002,Nob Hill,80
7122011,Oceanview/Merced/Ingleside,40
7149003,Oceanview/Merced/Ingleside,40
5886042,Excelsior,40
0182004,Nob Hill,65
6210051,Visitacion Valley,40
3576019,Mission,45
5905024,Excelsior,40
5647020,Bernal Heights,40
7096B008,Outer Mission,40
3554052,Mission,55
6779029,Outer Mission,40
5519018,Bernal Heights,40
5917027,Portola,40
6420010,Excelsior,40
5956026,Excelsior,40
6722013,Outer Mission,40
0145016,North Beach,40
7084027,Oceanview/Merced/Ingleside,40
4144002,Mission,40
3609088,Mission,40
5672028B,Bernal Heights,40
7101A009,Outer Mission,40
7071008,Oceanview/Merced/Ingleside,40
6247044,Visitacion Valley,40
6045013,Portola,40
6413003,Excelsior,40
3706063,Financial District/South Beach,120
0212020,Nob Hill,65
6037007,Portola,40
3145019,Outer Mission,40
4075012,Potrero Hill,40
6008043,Excelsior,40
6481027,Excelsior,40
5908013,Excelsior,40
5673036,Bernal Heights,40
6167011,Visitacion Valley,40
5616046,Bernal Heights,40
5804017,Bernal Heights,40
5535006,Bernal Heights,40
6203054,Visitacion Valley,40
3575027,Mission,58
5926005,Portola,40
3587029,Mission,40
6526026,Mission,50
6342001,Excelsior,40
7366002,Lakeshore,65
6968010,Outer Mission,40
7116039,Oceanview/Merced/Ingleside,40
5710006,Bernal Heights,40
5435001D,Bayview Hunters Point,40
5865009,Portola,40
6178038,Visitacion Valley,40
3596063,Mission,45
6051018,Portola,40
6089025,Excelsior,40
6951007,Outer Mission,40
1630010,Outer Richmond,40
6123025,Portola,40
6786085,Outer Mission,40
3637012,Mission,50
4074002,Potrero Hill,40
3149010,Outer Mission,40
5663002,Bernal Heights,40
5743019,Bernal Heights,40
0297007,Nob Hill,130
6021021,Excelsior,40
6490027,Excelsior,40
3643018,Mission,55
5862023,Portola,40
6049027,Portola,40
3732114,South of Market,85
3774444,Financial District/South Beach,65
0196028,Chinatown,65
0853018,Hayes Valley,40
6208015,Visitacion Valley,40
5404050,Bayview Hunters Point,40
5380016,Bayview Hunters Point,40
1595007,Outer Richmond,40
6532004A,Mission,40
6422008,Excelsior,40
5915001A,Portola,40
3590017,Mission,55
6079036,Excelsior,40
6343008,Excelsior,40
5613005,Bernal Heights,40
5614002,Bernal Heights,40
5357021A,Bayview Hunters Point,40
3757037,South of Market,55
6282004D,Excelsior,40
0191003,Chinatown,65
6342009,Excelsior,40
6005001,Excelsior,40
5703011,Bernal Heights,40
6453011,Excelsior,40
6084024,Excelsior,65
5506005,Bernal Heights,40
7018002,Oceanview/Merced/Ingleside,40
5898015,Excelsior,40
3149052,Outer Mission,40
6239047,Visitacion Valley,40
5475001,Bayview Hunters Point,40
6996031,Oceanview/Merced/Ingleside,40
0104003,North Beach,40
7110B011,Outer Mission,40
7048017,Oceanview/Merced/Ingleside,40
4097009A,Potrero Hill,40
5272045,Bayview Hunters Point,65
5355044,Bayview Hunters Point,40
6308005F,Visitacion Valley,40
6448048,Excelsior,40
6007038,Excelsior,40
3763014,Financial District/South Beach,85
4711009,Bayview Hunters Point,40
5610A045,Bernal Heights,40
7118001A,Oceanview/Merced/Ingleside,40
3641074,Mission,40
5666007,Bernal Heights,40
6308005E,Visitacion Valley,40
4259033,Potrero Hill,40
4024023,Mission,40
6342010,Excelsior,40
4103012,Potrero Hill,40
6489002,Excelsior,40
3211005J,Outer Mission,40
5960010,Excelsior,40
7101B002,Outer Mission,40
6173005,Visitacion Valley,40
3615045,Mission,40
5258024,Bayview Hunters Point,40
7091043,Oceanview/Merced/Ingleside,40
5660029,Bernal Heights,40
6153006,Portola,40
4941029,Bayview Hunters Point,40
4003029,Potrero Hill,40
5507001A,Bernal Heights,40
6490020D,Excelsior,40
6047006,Portola,40
6177045,Visitacion Valley,40
5475013,Bayview Hunters Point,40
7042B031,Outer Mission,40
0054039,North Beach,40
5617028,Bernal Heights,40
7100043A,Outer Mission,40
6113026,Portola,40
3555024,Mission,55
6720014,Bernal Heights,40
5428E012,Bayview Hunters Point,65
5934024,Portola,40
7110B015,Outer Mission,40
6489007F,Excelsior,40
6406009,Excelsior,40
6244069,Visitacion Valley,40
5522049,Bernal Heights,40
4274029A,Mission,40
6531001,Mission,55
5707016,Bernal Heights,40
5899055,Portola,40
3510028,South of Market,45
5394003,Bayview Hunters Point,40
6131010,Portola,40
5080016,Bayview Hunters Point,40
3211012D,Outer Mission,40
5936008,Excelsior,40
6236036,Visitacion Valley,40
6477012,Excelsior,40
3642046,Mission,40
5861025,Portola,40
6044012,Portola,40
5872015,Excelsior,40
7050019,Oceanview/Merced/Ingleside,40
5913006,Excelsior,40
6356038,Visitacion Valley,40
7073010,Oceanview/Merced/Ingleside,40
6328039,McLaren Park,40
4336022,Mission,40
5335A035,Bayview Hunters Point,40
0664060,Pacific Heights,40
7100037,Outer Mission,40
6500040,Excelsior,40
6277001B,Excelsior,40
5884009,Portola,40
3144C032,Outer Mission,40
7150043,Oceanview/Merced/Ingleside,40
5862A019,Portola,40
6048023,Portola,40
7381CMB1,Lakeshore,40
6480031,Excelsior,40
3502014,Mission,50
6282003,Excelsior,40
0227022,Chinatown,50
5672022,Bernal Heights,40
4937018,Bayview Hunters Point,40
3730040,South of Market,55
5719022,Bernal Heights,40
5360029,Bayview Hunters Point,40
6534001,Mission,40
5557007,Bernal Heights,40
4267013,Mission,40
5463018,Bayview Hunters Point,40
6131022,Portola,40
4733010A,Bayview Hunters Point,40
7312001,Lakeshore,40
7029A014,Outer Mission,40
5721037,Bernal Heights,40
5910010,Excelsior,40
5296007,Bayview Hunters Point,40
6120021,Portola,40
5832002,Bernal Heights,40
5335A018,Bayview Hunters Point,40
7161029,Outer Mission,40
6304024,Visitacion Valley,40
5393012,Bayview Hunters Point,40
6323012,Visitacion Valley,40
7069025,Oceanview/Merced/Ingleside,40
5811023,Bernal Heights,40
7045004,Outer Mission,40
3149027,Outer Mission,40
3722026,Financial District/South Beach,350
5964004,Excelsior,40
3725125,South of Market,85
4145038,Mission,40
4720104,Bayview Hunters Point,40
6019001E,Excelsior,40
6051013,Portola,40
6971A028,Outer Mission,40
7105008,Oceanview/Merced/Ingleside,40
4757028,Bayview Hunters Point,40
4968012,Bayview Hunters Point,40
7119032,Oceanview/Merced/Ingleside,40
5619057,Bernal Heights,40
3639004,Mission,48
6597007O,Bernal Heights,40
5526049,Bernal Heights,40
4720077,Bayview Hunters Point,40
5519021,Bernal Heights,40
0832092,Hayes Valley,50
3611036,Mission,40
5642039,Bernal Heights,40
5992A035,Portola,40
5354014,Bayview Hunters Point,40
3147012,Outer Mission,40
7156044,Outer Mission,40
5742010,Bernal Heights,40
3753093,South of Market,45
5686026,Bernal Heights,40
5705007,Bernal Heights,40
3210036,Outer Mission,40
5335A079,Bayview Hunters Point,40
6190075,McLaren Park,40
7103022,Oceanview/Merced/Ingleside,40
7063A013,Outer Mission,40
6004001,Excelsior,40
6978027,Oceanview/Merced/Ingleside,40
4072034,Potrero Hill,40
3618001,Mission,40
6094013D,Excelsior,40
6277015,Excelsior,40
4162024,Potrero Hill,40
5399031,Bayview Hunters Point,40
5574018,Bernal Heights,40
4002015,Potrero Hill,40
4762010C,Bayview Hunters Point,40
5335ACOMO,Bayview Hunters Point,40
6078003A,Excelsior,40
7141036A,Outer Mission,40
5517045,Bernal Heights,40
5307018,Bayview Hunters Point,40
5331027,Bayview Hunters Point,40
0149027B,Nob Hill,40
5646003,Bernal Heights,40
7091013,Oceanview/Merced/Ingleside,40
6277007,Excelsior,40
6803004,Outer Mission,40
6436044,Excelsior,40
3208A001X,Outer Mission,40
5737018,Bernal Heights,40
7064A019,Outer Mission,40
0284025,Nob Hill,65
5406022,Bayview Hunters Point,40
6636022,Noe Valley,40
4711023,Bayview Hunters Point,160
6093010A,Excelsior,40
5323002B,Bayview Hunters Point,40
6062024,Portola,40
6993048,Oceanview/Merced/Ingleside,40
5384001D,Bayview Hunters Point,40
5810018,Bernal Heights,40
6276001,Excelsior,40
6277037,Excelsior,40
7085018,Oceanview/Merced/Ingleside,40
5942004,Excelsior,40
5972017,Portola,40
0832072,Hayes Valley,50
6015017,Excelsior,40
0196024,Chinatown,65
0161037,Chinatown,65
6250031,Visitacion Valley,40
7040B011,Outer Mission,40
3631024,Mission,40
5625022,Bernal Heights,40
7091032,Oceanview/Merced/Ingleside,40
7295031,Lakeshore,40
7029003,Outer Mission,40
5330057,Bayview Hunters Point,40
7162010,Outer Mission,40
3521011,Mission,55
3552047,Mission,68
5670001,Bernal Heights,40
7142004,Outer Mission,40
7381088,Lakeshore,40
3509003,South of Market,55
3637047,Mission,40
7081A012A,Oceanview/Merced/Ingleside,40
5871001,Excelsior,40
6319014,Visitacion Valley,40
0226012,Chinatown,50
5322023,Bayview Hunters Point,40
5527011,Bernal Heights,40
5517019,Bernal Heights,40
7031004A,Outer Mission,40
3595033,Mission,40
5811007,Bernal Heights,40
7106035A,Oceanview/Merced/Ingleside,40
3703076,South of Market,120
4072005,Potrero Hill,40
0196003,Chinatown,65
3641017,Mission,55
7041006,Outer Mission,40
7109A019,Outer Mission,40
5092012,Bayview Hunters Point,40
0330004,Tenderloin,130
4808035,Bayview Hunters Point,40
3636024,Mission,55
6076020,Excelsior,40
7098002,Outer Mission,40
3731004,South of Market,45
6796044,Outer Mission,40
5635019,Bernal Heights,40
7142035,Outer Mission,40
0103021,North Beach,40
5904003,Excelsior,40
5716016,Bernal Heights,40
5071023,Bayview Hunters Point,40
6191045,Visitacion Valley,40
4809012,Bayview Hunters Point,40
5393018,Bayview Hunters Point,40
6177060,Visitacion Valley,40
5072043,Bayview Hunters Point,40
6169008,Portola,40
3727045,South of Market,40
3608076,Mission,40
3597026,Mission,55
3704068,South of Market,120
6077012,Excelsior,40
5889027,Excelsior,40
4160035,Potrero Hill,40
4013026,Mission,55
4711129,Bayview Hunters Point,40
5354A040,Bayview Hunters Point,40
6044005,Portola,40
3646001,Mission,40
4788021A,Bayview Hunters Point,40
3151019,Outer Mission,40
6485018,Excelsior,40
6191029,Visitacion Valley,40
5517086,Bernal Heights,40
5070001,Bayview Hunters Point,40
4711141,Bayview Hunters Point,40
0280016,Nob Hill,80
6023025,Excelsior,40
5306019,Bayview Hunters Point,40
7110B003,Outer Mission,40
4788022,Bayview Hunters Point,40
5963041,Excelsior,40
8948001,Treasure Island,35
4710065,Bayview Hunters Point,40
3646024,Mission,40
6341027,Excelsior,40
3509040,South of Market,160
4973007,Bayview Hunters Point,40
6062025,Portola,40
6156028,Portola,40
5428C045,Bayview Hunters Point,65
4996001,Bayview Hunters Point,40
6795C005,Outer Mission,40
6053014,Portola,40
3508054,South of Market,120
3731079,South of Market,65
3519038,South of Market,55
0224006,Chinatown,85
6237030,Visitacion Valley,40
7016033,Oceanview/Merced/Ingleside,40
5353B012C,Bayview Hunters Point,40
5862A015,Portola,40
5721005,Bernal Heights,40
7069018F,Oceanview/Merced/Ingleside,40
6753066,Outer Mission,40
7134038,Oceanview/Merced/Ingleside,40
5342009A,Bayview Hunters Point,40
6475007A,Excelsior,40
6017031,Excelsior,40
7130022,Oceanview/Merced/Ingleside,40
5407028,Bayview Hunters Point,40
4003011,Potrero Hill,40
5948001,Excelsior,40
7046B012,Outer Mission,40
4259031,Potrero Hill,40
6751036,Outer Mission,40
5538030,Bernal Heights,40
4078013,Mission,40
5358016,Bayview Hunters Point,40
5935037,Excelsior,40
5623016,Bernal Heights,40
4259027,Potrero Hill,40
5920011B,Portola,40
5937042,Excelsior,40
6175028,Visitacion Valley,40
6090026C,Excelsior,40
4149008,Mission,40
6468A030,Excelsior,40
4103014,Potrero Hill,40
7069018A,Oceanview/Merced/Ingleside,40
3749058,Financial District/South Beach,400
7069003,Oceanview/Merced/Ingleside,40
4148009,Mission,40
3965051,Mission,68
7331098,Lakeshore,40
5398009,Bayview Hunters Point,40
5577008,Bernal Heights,40
7078029,Oceanview/Merced/Ingleside,40
4262019,Mission,40
3779039,South of Market,55
5329008,Bayview Hunters Point,40
5991009,Portola,40
5928032,Portola,40
3548006,Mission,58
6499011,Excelsior,40
5877021,Portola,40
5393007,Bayview Hunters Point,40
4282A005,Potrero Hill,40
3708009,Financial District/South Beach,550
5988029,Portola,40
7145088,Outer Mission,40
5536A010,Bernal Heights,40
6117001,Portola,40
5637028,Bernal Heights,40
7149013,Oceanview/Merced/Ingleside,40
7381015,Lakeshore,40
4088036,Mission,40
5688007,Bernal Heights,40
7063B002,Outer Mission,40
5464021,Bayview Hunters Point,40
7057026,Oceanview/Merced/Ingleside,40
5816007,Bernal Heights,40
0211003,Chinatown,85
7052039,Oceanview/Merced/Ingleside,40
0173002,Financial District/South Beach,84
4099033,Potrero Hill,40
4031028,Potrero Hill,40
6415013,Excelsior,40
5905020,Excelsior,40
6203001,Visitacion Valley,40
6018028,Excelsior,40
4791011A,Bayview Hunters Point,40
6301001,Visitacion Valley,40
5949009,Excelsior,40
5945008,Excelsior,40
0163001,North Beach,65
7134026,Oceanview/Merced/Ingleside,40
0151021,Nob Hill,65
3634020,Mission,40
4106006,Potrero Hill,40
5428D040,Bayview Hunters Point,65
6450011,Excelsior,40
3740035,Financial District/South Beach,300
6571018,Mission,65
3568042C,Mission,45
4038025,Potrero Hill,40
6994042,Oceanview/Merced/Ingleside,40
7169029,Outer Mission,40
5741003,Bernal Heights,40
5722005,Bernal Heights,40
3150009,Outer Mission,40
6194007A,Visitacion Valley,40
0677045,Pacific Heights,40
3212002,Outer Mission,40
4024006,Mission,40
6799043,Outer Mission,40
6970024,Outer Mission,40
5933006B,Portola,40
3548012,Mission,58
7069020A,Oceanview/Merced/Ingleside,40
3555023,Mission,55
5980016A,Portola,40
6302036,Visitacion Valley,40
5646022,Bernal Heights,40
7005047,Oceanview/Merced/Ingleside,40
4647A009,Bayview Hunters Point,40
6299004,Visitacion Valley,40
5955004F,Excelsior,40
5862002,Portola,40
6468018A,Excelsior,40
6469003B,Excelsior,40
7001043,Oceanview/Merced/Ingleside,40
6529020A,Mission,45
5746006,Bernal Heights,40
5353001,Bayview Hunters Point,40
5309003,Bayview Hunters Point,40
6395005,Excelsior,40
3154057,Outer Mission,40
1407060,Outer Richmond,40
3645002,Mission,40
3731109,South of Market,45
3751162,South of Market,85
5886058,Excelsior,40
5647018,Bernal Heights,40
7133007,Oceanview/Merced/Ingleside,40
0793002,Hayes Valley,50
5886018,Excelsior,40
7170004,Outer Mission,40
4965045,Bayview Hunters Point,40
6343028,Excelsior,40
4942011,Bayview Hunters Point,40
4144026,Mission,40
5308006,Bayview Hunters Point,40
6344033,Excelsior,40
6131055,Portola,40
7030073,Outer Mission,40
0318013,Tenderloin,130
6348014,Excelsior,40
6487012,Excelsior,40
6997041,Oceanview/Merced/Ingleside,40
3776020,South of Market,85
6512010B,Mission,40
7067006,Oceanview/Merced/Ingleside,40
3596104,Mission,55
3730119,South of Market,65
6303015,Visitacion Valley,40
6478012,Excelsior,40
7031005C,Outer Mission,40
3984008,Potrero Hill,40
3587058,Mission,40
5719001,Bernal Heights,40
7103018G,Oceanview/Merced/Ingleside,40
6511034,Mission,40
3569062,Mission,45
6526007,Mission,40
4078008,Mission,40
5380010,Bayview Hunters Point,40
4711133,Bayview Hunters Point,40
4094073,Potrero Hill,40
3147017,Outer Mission,40
6089013,Excelsior,40
0753014A,Western Addition,40
7381019,Lakeshore,40
6323015,Visitacion Valley,40
4913008A,Bayview Hunters Point,40
4065023,Potrero Hill,40
5948003C,Excelsior,40
6533006,Mission,40
5809006,Bernal Heights,40
6161019,Portola,40
5700025,Bernal Heights,40
7155004A,Outer Mission,40
5649021,Bernal Heights,40
6124007A,Portola,40
5357036,Bayview Hunters Point,40
3977009,Potrero Hill,40
0192014,Chinatown,65
4153015,Mission,55
3763100,Financial District/South Beach,350
7125003,Oceanview/Merced/Ingleside,40
6489058,Excelsior,40
6796001,Outer Mission,40
5872013,Excelsior,40
0158014,Nob Hill,65
5947044,Excelsior,40
6273020,Excelsior,40
4761001C,Bayview Hunters Point,40
6373021,Visitacion Valley,40
6024032,Excelsior,40
5311006,Bayview Hunters Point,40
5895001A,Excelsior,40
0180045,Chinatown,65
3985005,Potrero Hill,40
5927011,Portola,40
6990007,Oceanview/Merced/Ingleside,40
5702002,Bernal Heights,40
7046B011,Outer Mission,40
6200041,Visitacion Valley,40
6019020,Excelsior,40
5887019,Excelsior,40
5337039,Bayview Hunters Point,40
4966024,Bayview Hunters Point,40
6794024,Outer Mission,40
6520016,Mission,40
6421029,Excelsior,40
7063B021,Outer Mission,40
5977028,Portola,40
6338030,Excelsior,40
0146020,Chinatown,40
5291032,Bayview Hunters Point,40
6957036,Outer Mission,40
5980017B,Portola,40
6968044,Outer Mission,40
5812042,Bernal Heights,40
3146034G,Outer Mission,40
6418061,Excelsior,40
6203028A,Visitacion Valley,40
6531028C,Mission,40
5862A013,Portola,40
6968003,Outer Mission,40
0302027,Tenderloin,80
3775073,Financial District/South Beach,65
0595016,Russian Hill,65
3965005,Mission,65
5382017,Bayview Hunters Point,40
4720125,Bayview Hunters Point,40
7065005,Outer Mission,40
6094006D,Excelsior,40
7148013C,Oceanview/Merced/Ingleside,40
5740017,Bernal Heights,40
5398025,Bayview Hunters Point,40
4206017,Mission,45
5656045,Bernal Heights,40
6995054,Oceanview/Merced/Ingleside,40
5744033,Bernal Heights,40
5735017,Bernal Heights,40
3612017A,Mission,40
6973038,Outer Mission,45
5296017,Bayview Hunters Point,40
0817032,Hayes Valley,50
6274006,Excelsior,40
4211009,Mission,55
3513022,Mission,50
5959018,Excelsior,40
6519017,Mission,40
5653011,Bernal Heights,40
6166015,Visitacion Valley,40
5859010,Portola,40
0188019,Nob Hill,65
5610007,Bernal Heights,40
5428F007,Bayview Hunters Point,65
0708013,Western Addition,130
3575092,Mission,55
6343012,Excelsior,40
5724017,Bernal Heights,40
5978002,Portola,40
6123020,Portola,40
6044014,Portola,40
3732028,South of Market,85
5273025,Bayview Hunters Point,40
0301002,Nob Hill,130
7159001,Outer Mission,40
7009052,Oceanview/Merced/Ingleside,40
5669020,Bernal Heights,40
6786025,Outer Mission,40
3643036,Mission,45
4757030,Bayview Hunters Point,40
0337013,Tenderloin,80
3547013,Mission,55
6234046,Visitacion Valley,40
3760027,South of Market,30
5672026,Bernal Heights,40
6250008F,Visitacion Valley,40
6956001,Outer Mission,65
6350001H,Excelsior,40
4788021,Bayview Hunters Point,40
7031004F,Outer Mission,40
6080008,Excelsior,40
5965021,Excelsior,40
3736097,Financial District/South Beach,350
7035013,Oceanview/Merced/Ingleside,40
7064A007,Outer Mission,40
7101A020,Outer Mission,40
5549077,Bernal Heights,40
1592002,Outer Richmond,40
5894001,Excelsior,40
5100002,Bayview Hunters Point,86
4941002,Bayview Hunters Point,40
6953062,Outer Mission,40
0150020,Nob Hill,40
5079007,Bayview Hunters Point,40
3615038,Mission,40
0104071,North Beach,40
0283020,Nob Hill,65
6969004A,Outer Mission,40
5685013,Bernal Heights,40
5307017A,Bayview Hunters Point,40
4938014A,Bayview Hunters Point,40
5526006,Bernal Heights,40
4275018,Mission,40
5865013,Portola,40
6197022,Visitacion Valley,40
6197002B,Visitacion Valley,40
5534045,Bernal Heights,40
5938055,Excelsior,40
5619036,Bernal Heights,40
6519030,Mission,50
3760129,South of Market,30
6786009A,Outer Mission,40
0260001,Financial District/South Beach,350
6200061,Visitacion Valley,40
5653022,Bernal Heights,40
0660005,Pacific Heights,40
7062002,Oceanview/Merced/Ingleside,40
3756046,South of Market,65
